,Unnamed: 0,Sub,Version,Type,ID,RT1,RT2,RT3,RT4,RT5,RT6,Ans,AnsSpeed
307,1989,7,A,3,24,0.45076771,0.400743197,0.384031913,0.400516228,0.417006858,0.583759313,1,1.333806878
308,2099,7,A,1,53,0.367301682,0.433831035,0.43380893,0.467137553,0.400449124,0.61721267,1,2.750382691
309,2191,7,A,3,48,0.433896955,0.400369783,0.433827483,0.450130221,0.48387489,0.40043294,1,1.334168845
310,2202,7,A,1,52,0.533766378,0.567586835,0.617166487,0.550535688,0.550541609,0.567132895,1,2.783886574
311,2242,7,A,1,51,0.617151092,0.533691774,0.617238328,0.717170513,0.666829427,0.550476084,1,1.983879232
312,2368,7,A,3,43,0.584012729,0.517278511,0.617177934,0.483839759,0.467550441,0.433826693,1,1.150549977
313,2372,7,A,3,29,0.617070567,0.633941323,0.633881718,0.60039994,0.80011984,0.633373701,1,1.617259643
314,2493,7,A,3,28,0.533765984,0.667131395,0.600413361,0.517180223,0.633792904,0.567199605,1,1.600128761
315,2498,7,A,1,43,0.700471071,0.517219302,0.583784181,0.516743652,0.467164789,0.517123777,1,1.850490926
316,2511,7,A,3,1,0.533395727,0.567088291,0.517198776,0.533436779,0.467257946,0.467134001,1,1.183882942
317,2652,7,A,3,10,0.583884442,0.550477268,0.550389243,0.633984348,0.467173474,0.784047229,1,1.367079449
318,2736,7,A,3,3,0.46730255,0.533776641,0.500464992,0.517154171,0.533934139,0.483823969,1,1.633904218
319,2737,7,A,1,37,0.617106488,0.550640291,0.60047336,0.583490107,0.683782681,0.616691627,1,2.233937849
320,2868,7,A,1,42,0.5671625,0.517355878,0.517267459,0.550470952,0.500674593,0.633722642,1,2.667030739
321,2957,7,A,3,8,0.466880584,0.517089436,0.500770513,0.533847298,0.433759589,0.483781339,1,1.450637844
322,2964,7,A,2,16,0.584002466,0.517172724,0.517159303,0.516794178,0.383883889,0.566796191,1,2.700523175
323,3014,7,A,3,4,0.433840903,0.450507978,0.400370967,0.550527793,0.450545083,0.383744944,1,1.283699472
324,3090,7,A,2,3,0.517179434,0.500566437,0.516998648,0.483809364,0.433898534,0.600624936,1,2.967368075
325,3092,7,A,3,9,0.467165184,0.450389559,0.383916257,0.450254956,0.33384043,0.700553174,1,1.233707721
326,3190,7,A,2,2,0.600487176,0.533813351,0.500585384,0.517194434,0.500428282,0.517073252,1,4.917125277
327,3278,7,A,2,25,0.583831943,0.533777036,0.483972783,0.467180184,0.383884679,0.601419133,1,2.567099343
329,3401,7,A,3,33,0.46715729,0.500425124,0.433741037,0.500351704,0.500488676,0.483596605,1,1.017239828
330,3480,7,A,1,54,0.516796941,0.366993792,0.51714825,0.467153342,0.417211723,0.517118646,1,3.517235091
331,3497,7,A,3,65,0.383759944,0.417142645,0.383770602,0.367289445,0.350344481,0.400502017,1,0.933778141
332,3632,7,A,1,48,0.450368244,0.450437716,0.450437321,0.550488715,0.400480702,1.167172447,1,1.267115685
333,3668,7,A,3,35,0.450480742,0.417142645,0.466930715,0.467070844,0.417184092,0.433803799,1,0.883792312
334,3670,7,A,1,34,0.467371233,0.48382239,0.467257946,0.450222983,0.48380818,0.550426742,1,1.484097123
335,3802,7,A,3,14,0.56703895,0.767075423,0.500571174,0.617119514,0.51709812,0.483987782,1,1.283768944
336,3923,7,A,3,15,0.483768707,0.533342044,0.517222459,0.517175487,0.53407782,0.617459771,1,1.050814762
337,3929,7,A,2,33,0.917144619,0.633794878,0.717348536,0.567119869,1.050515557,0.483805417,1,1.433730774
338,3936,8,A,2,3,0.534369131,0.635885367,0.635180774,0.81831373,1.05111673,1.733897587,1,2.568422083
339,4039,8,A,3,9,0.668263875,0.517750608,0.416705284,0.46752873,0.417036857,0.434449182,1,1.434905095
340,4052,8,A,3,8,0.634133951,0.583153797,0.551554091,0.533117442,0.518449675,0.433731168,1,0.915596883
